实验名称,检测方法,模板文件,模板分区,字段位置,字段名称,原模板内容,输入类型,字段键
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R1C2,委托单位,,text,t0_r0_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R1C6,样品名称,,text,t0_r0_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R2C2,委托单位地址,,text,t0_r1_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R2C6,样品编号/批号,,text,t0_r1_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R3C2,生产单位,,text,t0_r2_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R3C6,报告编号,,text,t0_r2_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R4C2,样品来源,□ 委托方提供 □ 实验室制备 □ 留样 □ 其他,checkbox,t0_r3_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R4C4,样品制备依据,□ 产品标准 □ 委托协议 □ 技术方案 □ 其他：____,checkbox,t0_r3_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R4C6,检验类别,□ 委托检测 □ 型式检验 □ 方法验证 □ 质量控制 □ 其他,checkbox,t0_r3_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R5C2,样品规格,,text,t0_r4_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R5C4,样品生产日期,,text,t0_r4_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R5C6,接收状态,□完好 □异常：____,checkbox,t0_r4_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R6C2,接收日期,____ 年__ 月__ 日,date,t0_r5_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R6C4,实验室样品编号,,text,t0_r5_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R6C6,样品数量,,text,t0_r5_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R7C2,对照试样,□ 有 □ 无；编号：_______,checkbox,t0_r6_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R7C4,检测日期,____ 年__ 月__ 日,date,t0_r6_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R7C6,检测地点,,text,t0_r6_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,一、样品与委托信息,表1-R8C4,判定依据,□产品标准 □委托协议 □注册技术要求 □仅描述,checkbox,t0_r7_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R1C2,实验室温度,____ ℃,text,t1_r0_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R1C6,相对湿度,____ %RH,text,t1_r0_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R2C2,电源/通风,□ 正常 □ 异常,checkbox,t1_r1_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R2C6,试验区状态,□ 清洁 □ 无彩色反光物 □ 无明显粉尘/振动,checkbox,t1_r1_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R3C2,色泽比较环境,□ D65 灯箱 □ 等效光源,checkbox,t1_r2_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R3C6,观察区状态,□ 清洁 □ 无污染 □ 无明显颜色反射,checkbox,t1_r2_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R4C6,颜色视觉资格,□ 已确认 □ 未确认,checkbox,t1_r3_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R6C2,观察者1,,text,t1_r5_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R6C3,观察者1,,text,t1_r5_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R6C5,观察者1,□ 否 □ 是,checkbox,t1_r5_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R6C6,表2第6行第6列,□ 合格 □ 不合格,checkbox,t1_r5_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R6C7,表2第6行第7列,,text,t1_r5_c6
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R7C2,观察者2,,text,t1_r6_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R7C3,观察者2,,text,t1_r6_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R7C5,观察者2,□ 否 □ 是,checkbox,t1_r6_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R7C6,表2第7行第6列,□ 合格 □ 不合格,checkbox,t1_r6_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R7C7,表2第7行第7列,,text,t1_r6_c6
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R8C2,观察者3,,text,t1_r7_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R8C3,观察者3,,text,t1_r7_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R8C5,观察者3,□ 否 □ 是,checkbox,t1_r7_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R8C6,表2第8行第6列,□ 合格 □ 不合格,checkbox,t1_r7_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,二、环境条件与人员资格确认,表2-R8C7,表2第8行第7列,,text,t1_r7_c6
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C2,耐光色稳定性测试仪,,text,t2_r1_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C3,耐光色稳定性测试仪,,text,t2_r1_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C4,耐光色稳定性测试仪,,text,t2_r1_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C5,耐光色稳定性测试仪,,text,t2_r1_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C6,耐光色稳定性测试仪,,text,t2_r1_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C7,耐光色稳定性测试仪,,text,t2_r1_c6
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C8,使用前状态（第1条）,□正常 □异常,checkbox,t2_r1_c7
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R2C9,确认人（第1条）,,text,t2_r1_c8
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C2,D65标准光源灯箱,,text,t2_r2_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C3,D65标准光源灯箱,,text,t2_r2_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C4,D65标准光源灯箱,,text,t2_r2_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C5,D65标准光源灯箱,,text,t2_r2_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C6,D65标准光源灯箱,,text,t2_r2_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C7,D65标准光源灯箱,,text,t2_r2_c6
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C8,使用前状态（第2条）,□正常 □异常,checkbox,t2_r2_c7
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R3C9,确认人（第2条）,,text,t2_r2_c8
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C2,照度计,,text,t2_r3_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C3,照度计,,text,t2_r3_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C4,照度计,,text,t2_r3_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C5,照度计,,text,t2_r3_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C6,照度计,,text,t2_r3_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C7,照度计,,text,t2_r3_c6
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C8,使用前状态（第3条）,□正常 □异常,checkbox,t2_r3_c7
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,检测用设备校准记录,表3-R4C9,确认人（第3条）,,text,t2_r3_c8
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R2C3,直径50 mm试样夹/其他,,text,t3_r1_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R2C5,使用前状态确认（第1条）,□ 完好 □ 异常,checkbox,t3_r1_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R2C6,确认人（第1条）,,text,t3_r1_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R3C3,30%或30±5%漫反射率,,text,t3_r2_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R3C4,30%或30±5%漫反射率,,text,t3_r2_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R3C5,使用前状态确认（第2条）,□ 合格 □ 不合格,checkbox,t3_r2_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R3C6,确认人（第2条）,,text,t3_r2_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R4C3,约90%反射率,,text,t3_r3_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R4C4,约90%反射率,,text,t3_r3_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R4C5,使用前状态确认（第3条）,□ 合格 □ 不合格 □ 不适用,checkbox,t3_r3_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R4C6,确认人（第3条）,,text,t3_r3_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R5C3,蒸馏水,,text,t3_r4_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R5C5,使用前状态确认（第4条）,□ 清洁 □ 污染,checkbox,t3_r4_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R5C6,确认人（第4条）,,text,t3_r4_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R6C3,遮光材料,,text,t3_r5_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R6C5,使用前状态确认（第5条）,□ 可用 □ 不可用,checkbox,t3_r5_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,五、工具及材料使用前确认,表4-R6C6,确认人（第5条）,,text,t3_r5_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,六、氙灯、滤光片确认记录,表5-R1C2,氙灯编号/批号,,text,t4_r0_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,六、氙灯、滤光片确认记录,表5-R1C4,氙灯累计使用时间,____ h,text,t4_r0_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,六、氙灯、滤光片确认记录,表5-R2C2,滤光片编号/批号,,text,t4_r1_c1
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,六、氙灯、滤光片确认记录,表5-R2C4,滤光片累计使用时间,____ h,text,t4_r1_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,六、氙灯、滤光片确认记录,表5-R3C4,是否在有效状态,□ 是 □ 否,checkbox,t4_r2_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,六、氙灯、滤光片确认记录,表5-R4C4,确认方式,□ 证书 □ 历史记录 □ 外观/编号 □ 其他,checkbox,t4_r3_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R2C3,设定值/实测值（第1条）,□ 氙灯 □ 等同光源：____,checkbox,t5_r1_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R2C4,是否符合（第1条）,□ 是 □ 否,checkbox,t5_r1_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R2C5,确认人（第1条）,,text,t5_r1_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R2C6,备注（第1条）,,text,t5_r1_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R3C3,设定值/实测值（第2条）,设定：____ ℃；实测：____ ℃,text,t5_r2_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R3C4,是否符合（第2条）,□ 是 □ 否,checkbox,t5_r2_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R3C5,确认人（第2条）,,text,t5_r2_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R3C6,备注（第2条）,,text,t5_r2_c5
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R4C3,设定值/实测值（第3条）,____ lx,text,t5_r3_c2
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R4C4,是否符合（第3条）,□ 是 □ 否,checkbox,t5_r3_c3
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R4C5,确认人（第3条）,,text,t5_r3_c4
牙科材料色稳定性试验,YY 0710,RECORD_R012_COLOR_STABILITY.docx,七、试验参数与运行条件确认,表6-R4C6,备注（第3条）,,text,t5_r3_c5
